id,sentence,labels
7479-5,"A monomeric derivative of amitraz (BTS 27271) was the most active synergist, chlordimeform was intermediate, and amitraz was least active.","[[26, 33, 'amitraz', 'Pesticides'], [77, 90, 'chlordimeform', 'Pesticides'], [113, 120, 'amitraz', 'Pesticides']]"
7479-7,Measurements of the effects of formamidines on uptake of cypermethrin showed that BTS 27271 increased uptake less than chlordimeform and that amitraz had almost no effect.,"[[57, 69, 'cypermethrin', 'Pesticides'], [119, 132, 'chlordimeform', 'Pesticides'], [142, 149, 'amitraz', 'Pesticides']]"
7479-8,Both target site and behavioral effects are discussed as possible mechanisms of formamidine synergism of cypermethrin and other pyrethroids.,"[[105, 117, 'cypermethrin', 'Pesticides'], [128, 139, 'pyrethroids', 'Pesticides']]"
7504-6,"Organophosphate-resistant S. damnosum s.l. larvae show increased susceptibility to some organochlorine and pyrethroid insecticides, especially to permethrin (up to 11-fold) and OMS 3002 (up to 17-fold), as compared with organophosphate-susceptible populations.","[[0, 15, 'Organophosphate', 'Pesticides'], [26, 37, 'S. damnosum', 'Species'], [88, 102, 'organochlorine', 'Pesticides'], [107, 117, 'pyrethroid', 'Pesticides'], [146, 156, 'permethrin', 'Pesticides'], [158, 171, 'up to 11-fold', 'Resistance_factor_value'], [177, 185, 'OMS 3002', 'Pesticides'], [187, 200, 'up to 17-fold', 'Resistance_factor_value'], [220, 235, 'organophosphate', 'Pesticides']]"
7504-8,This differential susceptibility is reflected by increased pyrethroid efficacy in operational use for river treatments against organophosphate-resistant field populations of S. damnosum s.l. larvae.,"[[59, 69, 'pyrethroid', 'Pesticides'], [127, 142, 'organophosphate', 'Pesticides'], [174, 185, 'S. damnosum', 'Species']]"
7504-9,Treatment of 100 km of the lower Bandama River in 1985 showed that permethrin at the highly selective dosage of 10 min exposure to 0.01 mg/l caused reversion towards organophosphate-susceptibility of the target population of S. sanctipauli.,"[[33, 46, 'Bandama River', 'Location'], [50, 54, '1985', 'Year'], [67, 77, 'permethrin', 'Pesticides'], [131, 140, '0.01 mg/l', 'LC/LD'], [166, 181, 'organophosphate', 'Pesticides'], [225, 239, 'S. sanctipauli', 'Species']]"
7504-12,"To overcome temephos-resistance, it is proposed that the most rational usage of currently available larvicides would involve the following annual sequence of treatments: Bacillus thuringiensis serotype H-14 when river discharge is below 75 m3/s; chlorphoxim for about eight weekly treatment cycles after river discharge rises; permethrin (or alternative pyrethroid) for up to six treatment cycles--this should eliminate any incipient selection for chlorphoxim-resistance; resume chlorphoxim (or perhaps carbosulfan) treatments until river discharge falls below 75 m3/s permitting resumed use of B.t.","[[12, 20, 'temephos', 'Pesticides'], [170, 192, 'Bacillus thuringiensis', 'Pesticides'], [246, 257, 'chlorphoxim', 'Pesticides'], [327, 365, 'permethrin (or alternative pyrethroid)', 'Pesticides'], [448, 459, 'chlorphoxim', 'Pesticides'], [479, 515, 'chlorphoxim (or perhaps carbosulfan)', 'Pesticides'], [595, 598, 'B.t', 'Pesticides']]"
7545-1,"Flystrikes soon established with homozygous resistant larvae, but considerable protection was afforded against hybrid larvae, the interval being longer with BHC than with dieldrin.","[[171, 179, 'dieldrin', 'Pesticides']]"
7545-2,Dieldrin was shown to have a residual effect on rr larvae in a mixed population 9 weeks after jetting.,"[[0, 8, 'Dieldrin', 'Pesticides']]"
7557-1,"Seven Indian strains of Ae. aegypti were found to be tolerant to DDT and highly susceptible to certain organophosphorus compounds such as Abate, Dursban, fenthion and fenitrothion.","[[6, 12, 'Indian', 'Location'], [24, 35, 'Ae. aegypti', 'Species'], [65, 68, 'DDT', 'Gene'], [103, 119, 'organophosphorus', 'Pesticides'], [138, 143, 'Abate', 'Pesticides'], [145, 152, 'Dursban', 'Pesticides'], [154, 162, 'fenthion', 'Pesticides'], [167, 179, 'fenitrothion', 'Pesticides']]"
7557-3,"Laboratory selections on these strains for 20 generations with Abate, Dursban, malathion, fenthion and fenitrothion increased the tolerance of the F(20) larvae to these insecticides by 2.4 times, 3.7 times, 3 times, 5.6 times and 2 times, respectively.","[[63, 68, 'Abate', 'Pesticides'], [70, 77, 'Dursban', 'Pesticides'], [79, 88, 'malathion', 'Pesticides'], [90, 98, 'fenthion', 'Pesticides'], [103, 115, 'fenitrothion', 'Pesticides'], [185, 194, '2.4 times', 'Resistance_factor_value'], [196, 205, '3.7 times', 'Resistance_factor_value'], [207, 214, '3 times', 'Resistance_factor_value'], [216, 225, '5.6 times', 'Resistance_factor_value'], [230, 237, '2 times', 'Resistance_factor_value']]"
7557-5,"In contrast, DDT selection showed rapid changes in dosage-mortality lines, indicating the development of resistance.","[[13, 16, 'DDT', 'Pesticides']]"
7564-0,"The yellow fever mosquito Aedes aegypti has developed resistance to DDT in the Caribbean region and in South-East Asia, but not in West Africa.","[[26, 39, 'Aedes aegypti', 'Species'], [68, 71, 'DDT', 'Pesticides'], [79, 95, 'Caribbean region', 'Location'], [103, 118, 'South-East Asia', 'Location'], [131, 142, 'West Africa', 'Location']]"
7564-1,Therefore West African strains were compared with South-East Asian strains for their response to laboratory selection with DDT.,"[[123, 126, 'DDT', 'Pesticides']]"
7564-2,"It was found that West African strains were much slower to respond initially, but eventually could build up a high degree of DDT-resistance.","[[125, 128, 'DDT', 'Pesticides']]"
7564-3,"By crossing and backcrossing with a susceptible marker-gene strain, it was found that this resistance was due to a single gene linked with the gene y (yellow) on chromosome 2 at a cross-over distance of approximately 35 units in an Upper Volta strain as in a Bangkok strain; interstrain crosses indicated that the gene was the same as that in a Trinidad strain and in one from Penang.","[[232, 243, 'Upper Volta', 'Location'], [259, 266, 'Bangkok', 'Location'], [345, 353, 'Trinidad', 'Location'], [377, 383, 'Penang', 'Location']]"
7564-4,"Dieldrin-resistance could be readily induced in the Upper Volta strain and proved to be due to a gene also linked with y but at a crossover distance of approximately 25 units, comparable to that in Caribbean strains previously studied.","[[0, 8, 'Dieldrin', 'Pesticides'], [52, 63, 'Upper Volta', 'Location'], [198, 207, 'Caribbean', 'Location']]"
7569-0,"Asian corn borer (ACB), Ostrinia furnacalis, is an important insect pest of maize susceptible to different Cry1A toxins.","[[24, 43, 'Ostrinia furnacalis', 'Species'], [107, 112, 'Cry1A', 'Pesticides']]"
7569-1,"Based on amino acid sequence alignment of ALP sequences from lepidopteran larvae an alp gene was cloned from ACB, named ofalp.","[[42, 45, 'ALP', 'Gene'], [84, 87, 'alp', 'Gene']]"
7569-2,"Pull dawn assays using biotinylated Cry1Ac and brush border membrane vesicles isolated from second instar ACB larvae showed that four proteins of 50, 65, 68 and 70kDa precipitated with the Cry1Ac.","[[36, 42, 'Cry1Ac', 'Pesticides'], [189, 195, 'Cry1Ac', 'Pesticides']]"
7569-4,GalNac was able to release the binding of Cry1Ac to the 65kDa OfALP in pull down assays.,"[[42, 48, 'Cry1Ac', 'Pesticides']]"
7569-5,A 37kDa fragment from residues D173 to D473 of OfALP was cloned and expressed in Escherichia coli cells.,"[[47, 52, 'OfALP', 'Gene']]"
7569-6,We show that this ALP-fragment was able to bind Cry1Ac in ligand blot analysis.,"[[18, 21, 'ALP', 'Gene'], [48, 54, 'Cry1Ac', 'Pesticides']]"
7569-9,Our data indicated that ALP expression in ACB was observed preferentially in young instar larvae.,"[[24, 27, 'ALP', 'Gene']]"
7569-10,"Finally, we show that resistance in O. furnacalis ACB-AcR strain resistant to Cry1Ac did not correlate with changes in expression of this ALP protein since it shows similar gene expression of ofalp than the susceptible insect strain.","[[36, 49, 'O. furnacalis', 'Species'], [78, 84, 'Cry1Ac', 'Pesticides'], [138, 149, 'ALP protein', 'Gene']]"
7569-11,Identification of Cry1Ac receptors will help to understand mechanism of action of Cry1Ac in O. furnacalis and to understand mechanism of Cry toxin resistance.,"[[18, 24, 'Cry1Ac', 'Pesticides'], [82, 88, 'Cry1Ac', 'Pesticides'], [92, 105, 'O. furnacalis', 'Species'], [137, 140, 'Cry', 'Pesticides']]"
7569-12,Our data indicate that at least one ALP protein is involved in the binding interaction with Cry1Ac in O. furnacalis.,"[[36, 39, 'ALP', 'Gene'], [92, 98, 'Cry1Ac', 'Pesticides'], [102, 115, 'O. furnacalis', 'Species']]"
7572-1,Bombyx mori is highly sensitive to pesticides.,"[[0, 11, 'Bombyx mori', 'Species']]"
7572-2,"To investigate the effects of mutations on AChE1 structure and function, we used a prokaryotic system to express B.mori wild type AChE1 (wAChE1) and mutant AChE1 (mAChE1) in this study.","[[43, 48, 'AChE1', 'Gene'], [113, 119, 'B.mori', 'Species'], [130, 144, 'AChE1 (wAChE1)', 'Gene'], [156, 170, 'AChE1 (mAChE1)', 'Gene']]"
7572-5,"Three-dimensional analysis of mutation AChE1 (mAChE1) revealed that the Ser and Ala side chains extended toward the central part of S285 with distances of just 2.80Å and 3.68Å, respectively, which changed the spatial structure of the active center and reduced its sensitivity to pesticides.","[[39, 53, 'AChE1 (mAChE1)', 'Gene']]"
7572-6,"These results indicated that the mutations altered the 3D structure of AChE1, which may affect the binding of physostigmine and phoxim to the serine residue at the active center, leading to reduced sensitivity.","[[71, 76, 'AChE1', 'Gene'], [110, 123, 'physostigmine', 'Pesticides'], [128, 134, 'phoxim', 'Pesticides']]"
7572-7,Our study helps understand the relationship between AChE1 mutations and pesticide resistance and provides a new direction for the cultivation of new pesticide-resistant varieties of B.mori.,"[[52, 57, 'AChE1', 'Gene'], [182, 188, 'B.mori', 'Species']]"
7580-1,"World Health Organization (WHO) adult susceptibility bioassay indicated a relatively low level of dieldrin resistance (two-fold) in Ae. albopictus from Petaling Jaya, Selangor.","[[98, 106, 'dieldrin', 'Pesticides'], [119, 127, 'two-fold', 'Resistance_factor_value'], [132, 146, 'Ae. albopictus', 'Species'], [152, 175, 'Petaling Jaya, Selangor', 'Location']]"
7580-3,This study represents the first field evolved instance of A302S mutation in Malaysian insect species.,"[[76, 84, 'Malaysia', 'Location']]"
7592-1,"Transgenic crops (e.g., cotton) expressing the Bt Cry toxins are now used world wide to control these pests, including the highly polyphagous and invasive cotton bollworm Helicoverpa armigera.","[[47, 53, 'Bt Cry', 'Pesticides'], [171, 191, 'Helicoverpa armigera', 'Species']]"
7592-3,"Isolation of H. armigera and H. punctigera individuals heterozygous for Cry2Ab resistance in 2002 and 2004, respectively, allowed aspects of Cry2Ab resistance (level, fitness costs, genetic dominance, complementation tests) to be characterised in both species.","[[13, 24, 'H. armigera', 'Species'], [29, 42, 'H. punctigera', 'Species'], [72, 78, 'Cry2Ab', 'Pesticides'], [93, 97, '2002', 'Year'], [102, 106, '2004', 'Year'], [141, 147, 'Cry2Ab', 'Pesticides']]"
7592-4,"However, the gene identity and genetic changes conferring this resistance were unknown, as was the detailed Cry2Ab mode of action.","[[108, 114, 'Cry2Ab', 'Pesticides']]"
7592-5,No cross-resistance to Cry1Ac was observed in mutant lines.,"[[23, 29, 'Cry1Ac', 'Pesticides']]"
7592-7,A deletion mutation was also identified in the H. punctigera homolog from the resistant line.,"[[47, 60, 'H. punctigera', 'Species']]"
7592-9,Isolation of further Cry2Ab resistance alleles in the same gene from field H. armigera populations indicates unequal resistance allele frequencies and the potential for Bt resistance evolution.,"[[21, 27, 'Cry2Ab', 'Pesticides'], [75, 86, 'H. armigera', 'Species'], [169, 171, 'Bt', 'Pesticides']]"
7596-0,BACKGROUND: Bemisia tabaci is one of the most damaging agricultural pests world-wide.,"[[12, 26, 'Bemisia tabaci', 'Species']]"
7596-1,"Although its control is based on insecticides, B. tabaci has developed resistance against almost all classes of insecticides, including neonicotinoids.","[[47, 56, 'B. tabaci', 'Species'], [136, 150, 'neonicotinoids', 'Pesticides']]"
7596-2,RESULTS: We employed an RNA-seq approach to generate genome wide expression data and identify genes associated with neonicotinoid resistance in Mediterranean (MED) B. tabaci (Q1 biotype).,"[[24, 31, 'RNA-seq', 'Research_level'], [116, 129, 'neonicotinoid', 'Pesticides'], [164, 173, 'B. tabaci', 'Species']]"
7596-10,"Using quantitative qPCRs, a larger screening of field MED B. tabaci from Crete with known neonicotinoid phenotype was performed to associate expression levels of P450s with resistance levels.","[[6, 24, 'quantitative qPCRs', 'Research_level'], [58, 67, 'B. tabaci', 'Species'], [73, 78, 'Crete', 'Location'], [90, 103, 'neonicotinoid', 'Pesticides'], [162, 167, 'P450s', 'Gene']]"
7596-11,"Expression levels of five P450s, including CYP6CM1, were found associated with neonicotinoid resistance.","[[26, 31, 'P450s', 'Gene'], [43, 50, 'CYP6CM1', 'Gene'], [79, 92, 'neonicotinoid', 'Pesticides']]"
7596-12,"However, a significant correlation was found only in CYP303 and CYP6CX3, with imidacloprid and acetamiprid respectively.","[[53, 59, 'CYP303', 'Gene'], [64, 71, 'CYP6CX3', 'Gene'], [78, 90, 'imidacloprid', 'Pesticides'], [95, 106, 'acetamiprid', 'Pesticides']]"
7596-13,CONCLUSION: Our work has generated new toxicological data and genomic resources which will significantly enrich the available dataset and substantially facilitate the molecular studies in MED B. tabaci.,"[[192, 201, 'B. tabaci', 'Species']]"
7596-15,"Eight P450 unigenes, including CYP6CM1, were found significantly over-expressed in resistant B. tabaci.","[[31, 38, 'CYP6CM1', 'Gene'], [65, 79, 'over-expressed', 'Research_level'], [93, 102, 'B. tabaci', 'Species']]"
7629-1,"Field populations of Ae. aegypti exhibited moderate resistance toward methoprene and low resistance toward pyriproxyfen, with resistance ratios of 12.7 and 1.4, respectively, but susceptibility to diflubenzuron, cyromazine, and novaluron.","[[21, 32, 'Ae. aegypti', 'Species'], [70, 80, 'methoprene', 'Pesticides'], [107, 119, 'pyriproxyfen', 'Pesticides'], [147, 151, '12.7', 'Resistance_factor_value'], [156, 159, '1.4', 'Resistance_factor_value'], [197, 210, 'diflubenzuron', 'Pesticides'], [212, 222, 'cyromazine', 'Pesticides'], [228, 237, 'novaluron', 'Pesticides']]"
7629-2,"On the other hand, field populations of Ae. albopictus exhibited low resistance against diflubenzuron and novaluron, with resistance ratio of 2.1 and 1.0, respectively, but susceptibility to other tested IGRs.","[[40, 54, 'Ae. albopictus', 'Species'], [88, 101, 'diflubenzuron', 'Pesticides'], [106, 115, 'novaluron', 'Pesticides'], [142, 145, '2.1', 'Resistance_factor_value'], [150, 153, '1.0', 'Resistance_factor_value']]"
7629-3,"Our study concluded that the tested IGRs provide promising results and can be used to control field population of Ae. aegypti and Ae. albopictus, especially cyromazine.","[[36, 40, 'IGRs', 'Pesticides'], [114, 125, 'Ae. aegypti', 'Species'], [130, 144, 'Ae. albopictus', 'Species'], [157, 167, 'cyromazine', 'Pesticides']]"
7664-1,In this study we evaluated the inheritance pattern of resistance to the chitin synthesis inhibitor lufenuron in Spodoptera frugiperda.,"[[99, 108, 'lufenuron', 'Pesticides'], [112, 133, 'Spodoptera frugiperda', 'Species']]"
